ID, Beskrivelse, adresse, kvadratmeter, pris, totalpris + fellesgjeld, megler 
164269203 , KYSTAD - FLOTT 4-ROMS TERRASSELEILIGHET  - 2 FINE BAD - LEKKERT KJK - STOR TERRASSE - UTSIKT - GARASJE - VISNING 30/3 kl 17 - 19 , O J Aalmos veg 51 C, Trondheim , 109 m² , 3 950 000 kr , Totalpris: 4 266 298 kr • Fellesutg.: 4 356 kr , DNB Eiendom AS
164178391 , Bo gratis eller som investering! - 3 eierseksjoner selges samlet - Tidligere totalt utleid for 540.000 pr. år. , Heimdalsveien 154, Leinstrand , 212 m² , 4 470 000 kr , Totalpris: 4 581 750 kr • Fellesutg.: 2 250 kr , Privat
163869476 , Arkitekttegnet enebolig over 3 plan under oppføring. , Steinanveien 76 G, Trondheim , 186 m² , 12 000 000 kr , Totalpris: 12 080 372 kr , Meglerhuset Nylander avd Solsiden
163769090 , Salg av kontraktposisjon - Lilleby - Perfekt førstegangsbolig med 2 soverom. Gå til studiesteder, Solsiden, dagligvare og buss. Alt nytt , Lilleby Triangel G2-2, Trondheim , 44 m² , 3 200 000 kr , Totalpris: 3 227 600 kr • Fellesutg.: 1 892 kr , EiendomsMegler 1 Prosjekt Trondheim
163766284 , Unik 3-roms selveier med fabelaktige sol- og utsiktsforhold. Lekker beliggenhet på toppen av Sverresborg. Nærhet til alt , Oscar Wistings veg 15, Trondheim , 109 m² , 10 500 000 kr , Totalpris: 10 562 500 kr • Fellesutg.: 3 211 kr , EiendomsMegler 1 Prosjekt Trondheim
163520373 , NærByen - Urban 3-roms selveierleighet med kort vei til NTNU og andre studiesteder. Innflytting Mai. , Sorgenfriveien 22, Trondheim , 70 m² , 4 000 000 kr , Totalpris: 4 028 821 kr • Fellesutg.: 2 522 kr , EiendomsMegler 1 Prosjekt Trondheim
128013512 , BROMSTAD ALLÉ - Særdeles flott 3-roms hjørneleilighet under bygging - Husbankfinansiering , Bromstad Allé B1-1, Trondheim , 81 m² , 4 950 000 kr , Totalpris: 4 987 296 kr • Fellesutg.: 2 675 kr , DNB Eiendom AS
162659119 , BROMSTAD ALLÉ - Romslig, flott endeleilighet med utsikt mot fjorden. 2 veranda , Bromstad Allé B2-1, Trondheim , 81 m² , 5 250 000 kr , Totalpris: 5 287 296 kr • Fellesutg.: 2 675 kr , DNB Eiendom AS
162660724 , TILLER - Hårstad Minde - Toppmoderne 3-roms leilighet med sørvendt balkong | Parkeringskjeller, heis og bod | Sentrumsnært , Hårstad Minde B4 A0303, Tiller , 72 m² , 1 140 000 kr , Fellesutg.: 8 227 kr , Heimdal Eiendomsmegling AS, Hovedkontor Trondheim
162660625 , TILLER - Hårstad Minde - Moderne, arealeffektiv og sentral 2-roms leilighet | Heis og parkeringskjeller | Sørvendt balkong | Bod , Hårstad Minde B4 A0111, Tiller , 37 m² , 657 000 kr , Fellesutg.: 4 689 kr , Heimdal Eiendomsmegling AS, Hovedkontor Trondheim
162635260 , Lilleby - Helt ny 3-roms med meget romslig sørvendt balkong. Gangavstand til Solsiden, Lade, studiesteder og butikker. , Lilleby Triangel bygg E, Trondheim , 57 m² , 3 600 000 kr , Totalpris: 3 630 750 kr • Fellesutg.: 2 161 kr , EiendomsMegler 1 Prosjekt Trondheim
155134116 , Marienlyst/Stavne - Hel tomannsbolig. Ves. oppgr. -18. Pot. leieinnt. ca. kr. 720.000,-. pr. år. Gangavst. St. Olav/NTNU/Sentrum , Stavnemovegen 2, Trondheim , 210 m² , 9 490 000 kr , Totalpris: 9 727 250 kr , Privat
162523140 , Ny og moderne 2-roms leilighet med smart løsning og rikelig av fasiliteter og muligheter rett utenfor døra. F2.9 , Lilleby Triangel bygg F, Trondheim , 34 m² , 2 600 000 kr , Totalpris: 2 622 870 kr • Fellesutg.: 1 529 kr , EiendomsMegler 1 Prosjekt Trondheim
162521031 , Smart 3-roms med god planløsning, terrasse mot parken og urban beliggenhet. F1.3 , Lilleby Triangel bygg F, Trondheim , 44 m² , 3 050 000 kr , Totalpris: 3 076 150 kr • Fellesutg.: 1 822 kr , EiendomsMegler 1 Prosjekt Trondheim
172484990 , Ranheim - Stor og lekker 2-roms eierleilighet fra 2018 | Gode solforhold | Kjøkken fra Sigdal | Fjernvarme | Parkering i p-kjeller , Horgsletta 34, Ranheim , 45 m² , 2 850 000 kr , Krogsveen avd. Trondheim , Eier (Selveier) • Leilighet • 1 soverom
157387614 , BROMSTAD ALLÉ - Eksklusiv toppleilighet på Strindheim med takterrasse , Bromstad Allé B4-2, Trondheim , 114 m² , 10 400 000 kr , Totalpris: 10 446 206 kr • Fellesutg.: 3 485 kr , DNB Eiendom AS
161794646 , NærByen - I Mai kan du flytte inn i en  2-roms selveier med nærhet til NTNU. Godt kollektivtilbud. Vestvendt terrasse. , Sorgenfriveien 22, Trondheim , 33 m² , 2 650 000 kr , Totalpris: 2 671 191 kr • Fellesutg.: 1 713 kr , EiendomsMegler 1 Prosjekt Trondheim
161781429 , YIPPI HØISETH - Spar egenkapital, mens boligen bygges! Rimelig selveierleilighet med helt nye finansieringsløsninger! , Yippi Høiseth C004, Heimdal , 40 m² , 2 190 000 kr , Totalpris: 2 208 420 kr • Fellesutg.: 2 157 kr , EiendomsMegler 1 Prosjekt Trondheim
161231402 , ROSENBORG - Innbydende og romslig 3-roms selveier i klassisk murgård med god takhøyde - nytt kjøkken 2019 - balkong mot vest! , Haldens gate 2, Trondheim , 80 m² , 3 980 000 kr , Totalpris: 4 094 349 kr • Fellesutg.: 3 500 kr , Meglerhuset Nylander
160450193 , Prosjektert enebolig over to plan med svært gode løsninger | 4 soverom, 2 bad, dobbel carport | Etablert boligstrøk , Heimdalsveien 164, Leinstrand , 108 m² , 4 750 000 kr , Totalpris: 4 781 222 kr , Krogsveen avd. Trondheim
161102373 , LUND ØSTRE - Splitter ny 2-roms -  Spar egenkapital, mens boligen bygges! Nært tur- og skiløyper og metrobussstopp , Andersbakkan leil.  B002, Heimdal , 40 m² , 2 190 000 kr , Totalpris: 2 208 540 kr • Fellesutg.: 2 157 kr , EiendomsMegler 1 Prosjekt Trondheim
161080537 , Ny 3-roms hjørneleilighet vendt mot fjorden. Innflytting oktober 2020. Stor balkong. God planløsning. Fjernvarme. Heis. , Solveig Abrahamsens veg, Ranheim , 63 m² , 3 150 000 kr , Totalpris: 3 169 640 kr • Fellesutg.: 2 171 kr , EiendomsMegler 1 Prosjekt Trondheim
161062383 , Prosjektert og godkjente leiligheter/enebolig , Sandbakkvegen 87 A/B/C/D, Heimdal , 127 m² , 3 700 000 kr , Totalpris: 3 792 500 kr • Fellesutg.: 1 500 kr , Privat
160727816 , REPPE - Flytt inn i en helt ny 3-roms hjørneleilighet oktober 2020. Stor balkong mot grøntareal. Fjernvarme. Heis. , Solveig Abrahamsens veg, Ranheim , 70 m² , 3 250 000 kr , Totalpris: 3 270 340 kr • Fellesutg.: 2 325 kr , EiendomsMegler 1 Prosjekt Trondheim
160196953 , Kystad - Stor 2-roms leilighet i 2. etasje med egen veranda. Heis i bygget. Gunstig fastpris. , Laura Hangerås' veg 3, Trondheim , 59 m² , 1 377 278 kr , Totalpris: 1 794 358 kr • Fellesutg.: 6 859 kr , DNB Eiendom AS
160047249 , Salg av kontraktsposisjon - Frittliggende enebolig på enden av feltet, med ungdomsavdeling og takterrasse over carport. , Stokkåsen 65 (Sæterenga H1), Jonsvatnet , 208 m² , 8 495 000 kr , Fellesutg.: 500 kr , Aktiv
159971470 , 3-roms hjørneleilighet i 2. etasje med sørvendt balkong. Praktisk planløsning. Umiddelbar nærhet til marka. HELT NY! , Solveig Abrahamsens veg, Ranheim , 66 m² , 3 150 000 kr , Totalpris: 3 170 040 kr • Fellesutg.: 2 255 kr , EiendomsMegler 1 Prosjekt Trondheim
159731304 , Ranheim - Leilighet i 3. etasje vendt mot fjorden med nydelig utsikt- fjernvarme i gulv- meterobuss like ved. Ferdig okt.2020 , Ranheimsfjæra 43, 3-305, Ranheim , 67 m² , 4 350 000 kr , Totalpris: 4 369 719 kr • Fellesutg.: 2 799 kr , Meglerhuset Nylander avd Nybygg og Næring
159403941 , OVERVIK - Oppfyll familieboligdrømmen i en splitter ny bydel! 141 kvm -3 terrsasser,  3 stuer og 3 etasjer! 4 soverom , Overvik No.1, Rekkehus 13, Ranheim , 134 m² , 6 890 000 kr , Totalpris: 6 923 260 kr • Fellesutg.: 4 657 kr , EiendomsMegler 1 Prosjekt Trondheim
159322264 , HEIMDAL SENTRUM - Moderne 3-roms i 4. Etasje med flotte sol- og utsiktsforhold. P-plass i kjeller. Innflyttingsklar! , Industriveien 1 - Saga Park bygg D, Heimdal , 56 m² , 3 400 000 kr , Totalpris: 3 416 920 kr • Fellesutg.: 1 781 kr , EiendomsMegler 1 Prosjekt Trondheim
146444131 , Kolsås Gård - Innholdsikt rekkehus med endebeliggenhet over tre plan - 4 soverom - Terrasse - Utvendig sportsbod - Parkering - Nærhet til marka , Kolsås Gård - B5-6, Trondheim , 121 m² , 5 690 000 kr , Totalpris: 5 708 062 kr , DNB Eiendom AS
158863970 , Salg av kontraktposisjon - Toppleilighet med fantastisk fjordutsikt, moderne løsninger og store vindusflater. 2 bad. Parkering. Heis. , Reppetoppen BT4-B1, Ranheim , 88 m² , 5 200 000 kr , Totalpris: 5 224 520 kr • Fellesutg.: 2 793 kr , EiendomsMegler 1 Prosjekt Trondheim
158239002 , Nybygd familiebolig på Byåsen | Takterrasse | 4 sov | Barnevennlig | Nydelig utsikt og gode solforhold , Harald Langhelles veg 3 E, Trondheim , 142 m² , 7 590 000 kr , Eier (Selveier) • Rekkehus • 4 soverom , Heimdal Eiendomsmegling AS, Hovedkontor Trondheim
150358701 , Trondheim sentrum - Særegen leilighet i toppetasje midt i byen! Ombygd og ferdigstilt i 2019. Stor privat takterrasse! , Dronningens gate 23, Trondheim , 54 m² , 4 740 000 kr , Totalpris: 4 870 172 kr • Fellesutg.: 440 kr , DNB Eiendom AS
157648623 , Klæbu - Pen 2-roms borettslagsleilighet - Strøm og oppvarming inkl i fellesutgiftene - Kjøkken TG1 - Balkong med gode solforhold , Zakarias Brekkes veg 25, Klæbu , 47 m² , 1 690 000 kr , Totalpris: 1 826 962 kr • Fellesutg.: 3 875 kr , Aktiv
157617507 , Bo der det skjer. 3-roms på Lilleby Triangel - høyt oppe i bygget. G 5-4. , Lilleby Triangel G5-4, Trondheim , 44 m² , 3 550 000 kr , Totalpris: 3 577 600 kr • Fellesutg.: 1 892 kr , EiendomsMegler 1 Prosjekt Trondheim
157565484 , Sentral 3-roms innflyttingsklar i Mai. Nært NTNU, Lerkendal og Handelshøyskolen BI. E02-04 , Sorgenfriveien 22, Trondheim , 70 m² , 4 200 000 kr , Totalpris: 4 228 821 kr • Fellesutg.: 2 522 kr , EiendomsMegler 1 Prosjekt Trondheim
157001853 , NYE LILLEBY - Flott 3-roms hjørneleilighet i 3. etasje - Stor balkong vendt mot sør/øst - Åpen stue/kjøkkenløsning - 1 parkeringsplass i p-kjeller - Planlegges ferdigstilt sommer 2021 , Lilleby - Verkstedgården 1 VG 1 0303, Trondheim , 69 m² , 4 455 000 kr , Fellesutg.: 2 752 kr , DNB Eiendom AS
157120939 , Charlottenlund - NY PRIS | Stilren 3-roms fra 2017 med heis og parkeringsplass i oppvarmet p-kjeller | Vestvendt balkong | Gulvvarme , Jakobslivegen 63, Jakobsli , 51 m² , 3 190 000 kr , Totalpris: 3 270 920 kr • Fellesutg.: 1 655 kr , EiendomsMegler 1 avd. Grilstadporten
156968335 , HEIMDAL SENTRUM - Splitter ny 3-roms i 1. etg. -Parkering - Vestvendt balkong -Felles takhage - Heis- Lave omkostninger , Heimdal Atrium, Heimdal , 72 m² , 4 100 000 kr , Totalpris: 4 123 425 kr • Fellesutg.: 2 246 kr , EiendomsMegler 1 Prosjekt Trondheim
156361972 , NYE LILLEBY - Innholdsrik 3-roms hjørneleilighet i 1. etasje - Stor markterrasse vendt mot Sanserommet - Egen hage - Vannbåren varme - Smarthusløsning - Planlegges ferdigstilt sommer 2021 , Lilleby - Verkstedgården 1 VG 1 0101, Trondheim , 53 m² , 3 295 000 kr , Fellesutg.: 2 181 kr , DNB Eiendom AS
156127010 , KLÆBU - Flott rekkehus over 2 plan - 3 soverom - Carport - Lave omkostn - Barnevennlig område - ca. 25 min til Tr.heim , Timoteivegen 2 - 12, Klæbu , 96 m² , 3 490 000 kr , Totalpris: 3 517 170 kr • Fellesutg.: 1 900 kr , EiendomsMegler 1 Prosjekt Trondheim
155768445 , Salg av kontraktposisjon - Ny flott moderne 3-roms leilighet, nærmeste nabo er Bymarka | Heis | Parkering i kjeller | Gangavstand til butikk , Lagmann Lindboesv 24 Leil.B201, Trondheim , 77 m² , 6 990 000 kr , Totalpris: 7 019 350 kr • Fellesutg.: 2 752 kr , EiendomsMegler 1 Prosjekt Trondheim
150465322 , Moderne 3-roms leilighet med solrik balkong | gode solforhold | 2 soverom | Nærhet til marka! , Strinda Hageby L-201, Trondheim , 78 m² , 4 929 900 kr , Totalpris: 4 963 042 kr • Fellesutg.: 2 506 kr , Heimdal Eiendomsmegling AS, Hovedkontor Trondheim
155006078 , RISVOLLAN - Moderne og innbydende 4-roms toppleilighet - Stor og solrik balkong med utsikt - Parkering i kjeller - Heis , Margrethe Thomsets veg 23 - Leil 501, Trondheim , 97 m² , 6 590 000 kr , Totalpris: 6 590 000 kr • Fellesutg.: 3 131 kr , Heimdal Eiendomsmegling AS, Hovedkontor Trondheim
154783327 , Helt ny og romslig 2-roms med markterrasse. Stort soverom, nytt kjøkken med hvitevarer og parkeringsplass i kjeller. , Hagebyen Tiller G og H, Tiller , 49 m² , 2 700 000 kr , Totalpris: 2 719 915 kr • Fellesutg.: 1 884 kr , EiendomsMegler 1 Prosjekt Trondheim
154663276 , OVERVIK/RANHEIM - Moderne enderekkehus - Meget god takhøyde! 2 terrasser - 4 soverom- 2 bad - P-plass , Overvik No.1, Rekkehus 14, Ranheim , 140 m² , 6 890 000 kr , Totalpris: 6 900 960 kr • Fellesutg.: 4 868 kr , EiendomsMegler 1 Prosjekt Trondheim
154333921 , Nye Lilleby - Arealeffektiv 3-roms leilighet med vestvendt terrasse - stor innvendig bod samt sportsbod i kjeller - Kjøkken med integrerte hvitvarer , Lilleby - Verkstedgården 1 VG 1 0105, Trondheim , 52 m² , 3 495 000 kr , Fellesutg.: 2 234 kr , DNB Eiendom AS
149203796 , Grillstadfjæra, Ranheim - Topp moderne 4-roms leilighet med 2 garasjeplasser | To stilige balkonger | Flott beliggenhet ved fjorden , Grillstadfjæra 68, Ranheim , 99 m² , 5 970 000 kr , Totalpris: 6 133 070 kr • Fellesutg.: 2 495 kr , Heimdal Eiendomsmegling AS, Hovedkontor Trondheim
153159908 , Heimdal - Kontakt megler for visning! Sjarmerende enebolig med skjermet beliggenhet i endeveg på Heimdal | Oppusset bad 2017 , Oline Hårstads veg 10, Heimdal , 142 m² , 4 990 000 kr , Totalpris: 5 125 700 kr , Heimdal Eiendomsmegling AS avd Heimdal
152187858 , Ranheim - Utsiktsleilighet i Elvesvingen. En tøff planløsning med 2 soverom og en spennende stue vendt mot Trondheimsfjorden. , Ranheimsfjæra 43, 3-604*, Ranheim , 74 m² , 4 990 000 kr , Totalpris: 5 010 519 kr • Fellesutg.: 2 955 kr , Meglerhuset Nylander avd Nybygg og Næring
151719447 , RISVOLLAN - 3-roms toppleilighet under bygging med utsikt og gode solforhold | Heis og parkeringskjeller , Margrethe Thomsets veg 21 - Leil. 404, Trondheim , 72 m² , 4 200 000 kr , Totalpris: 4 210 900 kr • Fellesutg.: 2 380 kr , Heimdal Eiendomsmegling AS, avd Høyskoleparken
151701803 , Klæbu Sentrum - Flott 3-roms med fantastisk utsikt. Egen parkeringsplass i felles parkeringskjeller og heis. , Klæbu Panorama, Klæbu , 75 m² , 2 990 000 kr , Totalpris: 2 990 000 kr • Fellesutg.: 2 186 kr , Aktiv
151163145 , OVERVIK - Flott 2- roms med stor markterrasse - Parkering - Lave omk. - Busskort inkl. første året , Overvik No.1, salgstrinn 2, Bygg B, Ranheim , 40 m² , 2 590 000 kr , Totalpris: 2 623 260 kr • Fellesutg.: 2 164 kr , EiendomsMegler 1 Prosjekt Trondheim
151137403 , Kolsås Gård - Innholdsrikt rekkehus på tre plan med mulighet for utleiedel. Veranda, utvendig sportsbod og parkering. , Kolsås Gård - B5-2, Trondheim , 171 m² , 6 790 000 kr , Totalpris: 6 811 162 kr , DNB Eiendom AS
150917926 , Helt ny og moderne enebolig med carport, terrasse, utvendig sportsbod og utleiedel i sokkel. , Tesliåsen 56, Jonsvatnet , 165 m² , 6 990 000 kr , Totalpris: 7 014 542 kr , DNB Eiendom AS
150561808 , RYE - Særdeles romslig enebolig med fantastisk utsikt over fjorden og landlig beliggenhet- Innendørs basseng- Dobbeltgarasje , Heggsnipvegen 11, Bosberg , 421 m² , 7 500 000 kr , Totalpris: 7 699 849 kr , Meglerhuset Nylander
150097425 , TILLER - MODERNE LEILIGHET FERIDGSTILT 2018 - Vestvendt terrasse på 37,5 kvm - Parkeringkjeller - Nærhet til barnehage/ skole , Tonstadbrinken 311, Tiller , 74 m² , 3 990 000 kr , Totalpris: 4 098 099 kr • Fellesutg.: 2 507 kr , Meglerhuset Nylander avd Heimdal
150033617 , Rå funkisbolig på toppen av Kuhaugen på et av Trondheims fineste utsiktspunkt. Nyoppført bolig med eksklusiv standard. , Skyåsvegen 52, Trondheim , 136 m² , 11 990 000 kr , Totalpris: 12 059 870 kr • Fellesutg.: 1 098 kr , EiendomsMegler 1 Prosjekt Trondheim
149931528 , OVERVIK - SISTE MULIGHET! Rekkehus med 3 soverom -  Parkering - 2 terrasser-  Loftstue -2 bad , Overvik No.1, salgtrinn 2, Rekkehus, Ranheim , 109 m² , 5 090 000 kr , Totalpris: 5 123 260 kr • Fellesutg.: 3 996 kr , EiendomsMegler 1 Prosjekt Trondheim
137814284 , Leirfossen - Stor 3-roms toppleilighet med gedigen veranda, flott utsikt og bad med betydelig størrelse. , Fossestuvegen 62, Tiller , 102 m² , 3 160 000 kr , Totalpris: 3 245 820 kr • Fellesutg.: 3 475 kr , Heimdal Eiendomsmegling AS avd. Trondheim Sentrum
136710045 , SAUPSTAD - Stor familiebolig med flat tomt og gode solforhold | Garasje | 4 soverom | Kjellerstue | Vaskerom | Barnevennlig , Myrtunet 28 A, Saupstad , 164 m² , 3 690 000 kr , Totalpris: 3 783 420 kr , Heimdal Eiendomsmegling AS, Hovedkontor Trondheim
149337159 , Salg av kontraktposisjon - Moderne 2-roms hjørneleilighet i Heimdal sentrum | P-plass i kjeller |Balkong| , Heimdal Atrium Leil. B B102, Heimdal , 48 m² , 2 590 000 kr , Totalpris: 2 609 845 kr • Fellesutg.: 1 769 kr , EiendomsMegler 1 Prosjekt Trondheim
149274892 , HEIMDAL- Romslig 4-roms hjørneleil. i 2.etg- P-plass - Vannbåren varme - GOD TAKHØYDE - 5 ÅRS GARANTI - INNFLYTTINGSKLAR , Industriveien 1 - Saga Park bygg D, Heimdal , 74 m² , 4 400 000 kr , Totalpris: 4 420 392 kr • Fellesutg.: 2 168 kr , EiendomsMegler 1 Prosjekt Trondheim
148345729 , Tiller - Romslig 3-roms leilighet med vestvendt balkong | Parkering i kjeller | Alt nytt , Hagebyen Tiller G og H, Tiller , 78 m² , 4 800 000 kr , Totalpris: 4 824 415 kr • Fellesutg.: 2 604 kr , EiendomsMegler 1 Prosjekt Trondheim
172484990 , Ranheim - Stor og lekker 2-roms eierleilighet fra 2018 | Gode solforhold | Kjøkken fra Sigdal | Fjernvarme | Parkering i p-kjeller , Horgsletta 34, Ranheim , 45 m² , 2 850 000 kr , Krogsveen avd. Trondheim , Eier (Selveier) • Leilighet • 1 soverom
147673857 , Strøken 3-roms selveier på 86 kvm BRA. Eget vaskerom. Vestvendt balkong på 19 kvm. P-plass i kjeller. Bygging vedtatt! , Hagebyen Tiller G og H, Tiller , 79 m² , 4 450 000 kr , Totalpris: 4 474 835 kr • Fellesutg.: 2 647 kr , EiendomsMegler 1 Prosjekt Trondheim
147066571 , HEIMDAL - Innholdsrikt og moderne enderekkehus med solrik terrasse. P-plass i kjeller. Lave omk. Innflyttingsklart! , Johan Arnt Høiseths veg 89, Heimdal , 122 m² , 4 550 000 kr , Totalpris: 4 580 670 kr • Fellesutg.: 1 516 kr , EiendomsMegler 1 Prosjekt Trondheim
145746169 , Lev godt og lettvint i din nye og delikate 3-roms toppleilighet midt i hjertet av Heimdal! Heis. P-plass i kjeller. , Heimdal Atrium, Heimdal , 72 m² , 4 900 000 kr , Totalpris: 4 923 425 kr • Fellesutg.: 2 246 kr , EiendomsMegler 1 Prosjekt Trondheim
143016677 , LADE - Tordenskiolds hage. Helt ny 2-roms i 2.etg.  Vannbåren gulvvarme. God beliggenhet i bygget og romslig balkong med gode solforhold. , Lade Alle 73 - D202, Trondheim , 57 m² , 3 400 000 kr , Fellesutg.: 1 897 kr , DNB Eiendom AS
142943993 , Klæbutorget - Moderne, prosjekterte 3-roms leiligheter, garasjeplass og sydvendt balkong. , Klæbutorget BT2 - 202, Klæbu , 72 m² , 3 620 000 kr , Totalpris: 3 640 722 kr , Krogsveen avd. Trondheim
142776571 , SAGA PARK - Ny 4-roms hjørneleilighet i 3.etasje - To balkonger - Lave omkostninger - Parkering - Sentralt på Heimdal , Saga Park Bygg E, Heimdal , 83 m² , 5 450 000 kr , Totalpris: 5 466 620 kr • Fellesutg.: 1 586 kr , EiendomsMegler 1 Prosjekt Trondheim
142563123 , Kom deg ut i boligmarkedet, og flytt til en moderne 2-roms leilighet på populære Lilleby! Sentrumsnært. , Lilleby Triangel bygg D, Trondheim , 35 m² , 2 900 000 kr , Totalpris: 2 925 520 kr • Fellesutg.: 1 614 kr , EiendomsMegler 1 Prosjekt Trondheim
142454910 , LILLEBY | Helt ny 4-roms i 3.etg. Gjennomgående leilighet med 2 balkonger. Parkering i kjeller. Vannbåren gulvvarme. , Lilleby Triangel bygg D, Trondheim , 70 m² , 4 300 000 kr , Totalpris: 4 336 820 kr • Fellesutg.: 2 800 kr , EiendomsMegler 1 Prosjekt Trondheim
141375346 , Flytt inn i en moderne 3-roms leilighet i Heimdal Sentrum | P-plass | Heis | , Heimdal Atrium, Heimdal , 61 m² , 3 750 000 kr , Totalpris: 3 772 865 kr • Fellesutg.: 2 155 kr , EiendomsMegler 1 Prosjekt Trondheim
141165581 , BRUNDALEN - Innholdsrik og oppusset enebolig | Nytt bad og kjøkken | Barnevennlig | 5 soverom | Kjeller med egen inngang , Leistadvegen 2B, Trondheim , 185 m² , 5 250 000 kr , Totalpris: 5 391 320 kr , Heimdal Eiendomsmegling AS avd. Trondheim Sentrum
