ID, Beskrivelse, adresse, kvadratmeter, pris, totalpris + fellesgjeld, megler 
171108925 , Kampen - PÅMELDING TIL VISNING. Flott leilighet over tre plan. To terrasser og parkering i garasjeanlegg. , Esbjerggata 42, Stavanger , 67 m² , 2 450 000 kr , Totalpris: 2 773 531 kr • Fellesutg.: 3 942 kr , Krogsveen avd. Stavanger
171089908 , Gausel/Godeset - Påmeldingsvisning 01.04. Stor og gjennomgående leilighet med flott utsikt. Solrik veranda, parkering i garasje, 2(3) sov , Markaholen 2, Stavanger , 103 m² , 2 650 000 kr , Totalpris: 2 840 669 kr • Fellesutg.: 4 008 kr , Notar Stavanger
171126834 , Forusstraen - Enebolig med sjøutsikt et steinkast fra stranden - 2 stuer - Vaskerom - Garasje - , Forusstraen 28, Stavanger , 160 m² , 7 190 000 kr , Totalpris: 7 370 920 kr , EiendomsMegler 1 Mariero
171043924 , Grannes - Betydelig oppgradert enebolig i ende av blindvei - Attraktivt og barnevennlig område|Tomt 923m²|Garasje , Novstubben 17, Hafrsfjord , 179 m² , 5 500 000 kr , Totalpris: 5 638 842 kr , DNB Eiendom AS
130863969 , Holmeegenes. Meget fin plassering på bakkenivå.  4-roms leilighet i velrenommert boligprosjekt. Kvaliteter i særklasse! , Olav Nilssons gate 50, Stavanger , 119 m² , 9 490 000 kr , Totalpris: 9 736 264 kr • Fellesutg.: 5 575 kr , Huus & Partners
171115084 , Storhaug - Meget tiltalende selveierleilighet med innredet loftsetasje og solvendt balkong. Sentral og attraktiv beliggenhet. , Gjesdalsgata 11, Stavanger , 103 m² , 2 950 000 kr , Totalpris: 3 035 292 kr , PrivatMegleren Haferkamp & Partnere
171070890 , Storhaug - Innholdsrik leilighet med god standard over to plan , Emmausveien 13, Stavanger , 57 m² , 2 200 000 kr , Totalpris: 2 263 570 kr • Fellesutg.: 1 600 kr , Eiendomsmegler Vest Stavanger
170845602 , Boganes - Moderne 3-roms selveier med solrikt uteområde. Parkering i lukket anlegg. Attraktiv plassering , Boganessletta 60, Stavanger , 82 m² , 3 490 000 kr , Totalpris: 3 578 420 kr • Fellesutg.: 2 832 kr , EiendomsMegler 1 Mariero
171050520 , Revheim/Sunde - Lekker enebolig med stor, usjenert og solvendt hage - Tinglyst båtplass - Hagestue- 4 soverom, 2 bad og 2 stuer , Djupadalskroken 18, Hafrsfjord , 195 m² , 7 750 000 kr , Totalpris: 7 944 920 kr , EiendomsMegler 1 Madla
158242829 , Østhusvik - Flott og innholdsrik enebolig med utsikt og nydelig hage * Barnevennlig i enden av blindvei * , Skulebakken 19, Rennesøy , 185 m² , 3 890 000 kr , Totalpris: 4 002 522 kr , Notar Stavanger
171105059 , Storhaug - Kjekk, innholdsrik leilighet over to plan. God, sentral beliggenhet. Veranda med gode solforhold. , Nylundsgata 9, Stavanger , 83 m² , 2 590 000 kr , Totalpris: 2 656 170 kr , EiendomsMegler 1 Madla
101968378 , Lekker, nyere enebolig i flotte omgivelser og med god standard. Flott opparbeidet uteområde og garasje! , Ingermarka 25, Rennesøy , 193 m² , 4 990 000 kr , Eier (Selveier) • Enebolig • 4 soverom , EiendomsMegler 1 Stavanger
170235055 , Hinna - Flott enebolig med 5 soverom. Bad i 2. etg fra 2019. Romslig og solrik tomt. Etablert og attraktivt boligområde. , Tyriveien 25, Stavanger , 187 m² , 6 290 000 kr , Totalpris: 6 448 420 kr , EiendomsMegler 1 Mariero
161896945 , Byhaugen - Enebolig i ettertraktet, rolig område nær sentrum. Oppussing kan påregnes. , Mester Gottfrieds vei 14, Stavanger , 122 m² , 4 450 000 kr , Totalpris: 4 562 420 kr , EiendomsMegler 1 Madla
166240337 , Tasta - Meget kjekt enderekkehus over tre plan - God standard - Nytt bad 2018 - Barnevennlig område - Utsikt , Klebersteinveien 66, Stavanger , 136 m² , 4 590 000 kr , Totalpris: 4 715 992 kr , Proaktiv Stavanger
166730894 , Hillevåg - Stilren og betydelig oppusset 3-roms selveier med sentral beliggenhet. Park og barnehage rett ved. , Bergsagelveien 14B, Stavanger , 56 m² , 2 365 000 kr , Totalpris: 2 435 662 kr , PrivatMegleren Bergesen & Partnere
163705099 , Tasta - Bo landlig og sentralt i en strøken enebolig fra 2018 med innredet kjeller og tomt på over 1 mål. Stor garasje , Kvernevikveien 324, Stavanger , 225 m² , 6 700 000 kr , Totalpris: 6 868 842 kr , DNB Eiendom AS
149991253 , Haugtussa - Pen bolig med solrik beliggenhet. Boligen har et nydelig kjøkken. Mulighet for 2 soverom. , Springarstien 24, Stavanger , 53 m² , 2 450 000 kr , Totalpris: 2 597 993 kr • Fellesutg.: 2 596 kr , EiendomsMegler 1 Borettslagsmegleren
171073883 , Spennende rekkehus under oppføring med takterrasse og gode solforhold. Byggestart vedtatt! , Bolig H i Kongsteinsgata 22 og Kirkebakken 28., Stavanger , 81 m² , 4 790 000 kr , Totalpris: 4 790 000 kr , PrivatMegleren Haferkamp & Partnere
171072416 , Stilren  leilighet | BRA 88 kvm| Innredet kjeller |Sentral beliggenhet | 2 bad/ kjøkken | Parkering , Alsteinsgata 2B, Stavanger , 50 m² , 2 890 000 kr , Totalpris: 2 963 420 kr , EiendomsMegler 1 Stavanger
161355284 , Forus - PÅMELDING TIL VISNING. Lekker leilighet med gjennomgående høy standard. 3 soverom, heis og parkering i lukket anlegg. , Geitastova 1, Stavanger , 122 m² , 5 490 000 kr , Totalpris: 5 634 122 kr • Fellesutg.: 3 503 kr , Krogsveen avd. Stavanger
164434951 , Ormøy - TA KONTAKT MED MEGLER FOR PRIVATVISNING. Stor enebolig som er jevnlig oppgradert. Flott sjøutsikt. Godkjent utleie med l , Ormøyveien 71 A og B, Hundvåg , 257 m² , 6 500 000 kr , Totalpris: 6 663 670 kr , EiendomsMegler 1 Hundvåg
171023961 , Sentrum. Toppleilighet på 145 kvm. Flott utsikt mot Breiavannet og Våland. Stor balkong mot sør. , St. Olavs gate 13, Stavanger , 145 m² , 7 250 000 kr , Totalpris: 7 440 264 kr • Fellesutg.: 4 292 kr , Huus & Partners
170758500 , Våland - Flott leilighet i 2. etasje med 2 soverom. Vestvendt balkong. Garasje. Sentral og populær like ovenfor sykehuset. , Folke Bernadottes vei 13C, Stavanger , 73 m² , Solgt , Totalpris: 2 717 420 kr • Fellesutg.: 1 000 kr , EiendomsMegler 1 Mariero
166720120 , Stavanger sentrum - Arealeffektiv leilighet med felles takterrasse beliggende i rolig gate i sentrum. , Asylgata 9B, Stavanger , 41 m² , 1 890 000 kr , Totalpris: 1 938 592 kr • Fellesutg.: 200 kr , Krogsveen avd. Stavanger Øst
171004393 , Tilrettelagt praktisk og pen 3-roms leilighet i 2.etg med sørvendt balkong , KROSSHAUGHAGEN 10, Hundvåg , 66 m² , 1 499 000 kr , Totalpris: 1 917 264 kr • Fellesutg.: 6 639 kr , BATE BOLIGBYGGELAG
170995415 , Rosenli - Innbydende, oppusset leilighet med fantastisk beliggenhet i idylliske Rosenli! , Rosenli 15, Stavanger , 53 m² , 2 200 000 kr , Totalpris: 2 220 631 kr • Fellesutg.: 3 263 kr , EiendomsMegler 1 Østre Bydel
96292868 , Tasta - Velholdt rekkehus med to stuer - to solrike terrasser - to baderom, tre soverom og to parkeringsplasser. , Rustabakken 16, Stavanger , 129 m² , 1 100 000 kr , Totalpris: 4 532 357 kr • Fellesutg.: 9 564 kr , Proaktiv Stavanger
170749665 , Tjensvoll - Meget pen og gjennomgående endeleilighet med utsikt-innglasset balkong på to sider. Parkering i lukket anlegg. , Professor Hansteens gate 73, Stavanger , 84 m² , 2 950 000 kr , Totalpris: 3 324 776 kr • Fellesutg.: 6 016 kr , EiendomsMegler 1 Stavanger
170782512 , HUNDVÅG - PÅMELDINGSVISNING! Gjennomgående endeleilighet med solrik hage og terrasse! | Parkering | 2 Soverom , Hunsteinstien 24A, Hundvåg , 71 m² , 2 690 000 kr , Totalpris: 2 758 592 kr • Fellesutg.: 700 kr , DNB Eiendom AS
152662637 , Hundvåg - Rålekker toppleilighet med stor, delvis innglasset terrasse og høy standard | Heis og garasje , Øvre Vågen 6, Leil. C-501, Hundvåg , 149 m² , 11 550 000 kr , Totalpris: 11 581 856 kr • Fellesutg.: 3 680 kr , EiendomsMegler 1 Stavanger
170825310 , Hel tomannsbolig med garasje og stor tomt! Sentral beliggenhet. Modernisering bør påregnes. , Misjonsveien 45, Stavanger , 205 m² , 5 990 000 kr , Totalpris: 6 116 170 kr , EiendomsMegler 1 Stavanger
170776106 , Helt ny selveierleilighet klar til overtakelse! Spaser til sjøen eller flotte turområder på kun få minutter , Nore Sunde H0203, Hafrsfjord , 75 m² , 3 560 000 kr , Totalpris: 3 583 412 kr , DNB Eiendom AS
170790140 , Sunde - PÅMELDING TIL VISNING. Innholdsrik og moderne rekkehus med 3 soverom og 2 bad. Flott utsikt og gode solforhold. , Steinlia 5B, Hafrsfjord , 103 m² , 3 600 000 kr , Totalpris: 3 691 342 kr , Krogsveen avd. Stavanger
170794838 , Haugtussa - Haugtussa - Enderekkehus med god standard - Meget attraktivt og barnevennlig område , Springarstien 21, Stavanger , 135 m² , 3 990 000 kr , Totalpris: 4 260 179 kr • Fellesutg.: 4 750 kr , Eiendomsmegler Vest Stavanger
118937772 , Østhusvik - NY PRIS - Enebolig fra 2013 like ved sjøen med nydelig utsikt *4 soverom* Høy standard * , Nordhusmarka 1, Rennesøy , 156 m² , 4 380 000 kr , Totalpris: 4 504 772 kr , Notar Stavanger
170770904 , Eiganes - Ærverdig og romslig enebolig like ved Holmeegenes. , Olav Nilssons gate 56, Stavanger , 270 m² , 13 000 000 kr , Totalpris: 13 335 970 kr , Eie Eiendomsmegling - Rogaland Eiendomsmegling AS
170510359 , Kristianslyst - Lys og trivelig leilighet med fantastisk utsikt fra 13. etasje. Stor balkong. God planløsning. , Gulaksveien 2, Stavanger , 69 m² , 2 300 000 kr , Totalpris: 2 536 457 kr • Fellesutg.: 4 801 kr , Krogsveen avd. Mariero
170759537 , Stokka - Moderne familiebolig med attraktiv og sentral beliggenhet.  3 soverom, 2 stuer, 2 bad , takterasser og carport. , Adjunkt Hauglands gate 26D, Stavanger , 124 m² , 5 350 000 kr , Totalpris: 5 496 592 kr , Verdi Eiendomsmegling AS
165671542 , Øvre Vaulen - Nydelig eiendom på toppen av Vaulen - Panoramautsikt - BRA på ca 400 m2 - Like ved inngangen til Sørmarka - Tomt på 1503 , Hindalsbakken 30, Stavanger , 329 m² , 9 790 000 kr , Totalpris: 10 035 920 kr , EiendomsMegler 1 Mariero
144524452 , Storhaug - Flott leilighet i ærverdig murvilla med kjekk plassering, renovert innvendig ca. 2005. 2 soverom og praktisk planløsning , Høgsfjordgata 9A, Stavanger , 58 m² , 2 445 000 kr , Totalpris: 2 507 290 kr • Fellesutg.: 600 kr , EiendomsMegler 1 Østre Bydel
168005789 , Ulsberget /Forus - Lys og omfattende oppgradert 2-romsleilighet i høy 1.etasje med flott utsikt og balkong.  P-plass i lukket anlegg. , Ulsbergbakken 42, Stavanger , 65 m² , 1 850 000 kr , Totalpris: 2 320 252 kr • Fellesutg.: 4 095 kr , Eie Eiendomsmegling - Rogaland Eiendomsmegling AS
170511842 , Tasta - Nyere og flott leilighet med nydelig utsikt, heis og parkering i lukket anlegg. , Tastavollen 4, Stavanger , 82 m² , 4 290 000 kr , Totalpris: 4 398 592 kr • Fellesutg.: 2 836 kr , Krogsveen avd. Stavanger
174254687 , Jåttå - *Påmeldingsvisning*Kjekk leilighet på Hinna med 2 balkonger | Utsikt | Heis og garasje | , Laberget 96, Stavanger , 77 m² , 3 750 000 kr , DNB Eiendom AS , Eier (Selveier) • Leilighet • 2 soverom
170467643 , Godalen - Lekker oppusset leilighet med solrik og utvidet innglasset balkong, med nydelig utsikt. Nyere heis til hver etasje. , Østre Ring 67B, Stavanger , 58 m² , 2 450 000 kr , Totalpris: 2 849 162 kr • Fellesutg.: 2 957 kr , EiendomsMegler 1 Stavanger
125007029 , Tasta - Kalhammeren - VISNING MED PÅMELDING. Sentrumsnær eierleilighet med praktisk planløsning og utvendig parkeringsplass på egen tomt. , Kalhammarveien 33 - Snr. 3, Stavanger , 33 m² , 1 590 000 kr , Totalpris: 1 631 092 kr , Krogsveen avd. Sandnes
170348128 , VÅLAND - Oppgradert sentrumsnær og arealeffektiv selveierleilighet med parkering! , Madlaveien 24, Stavanger , 44 m² , 2 090 000 kr , Totalpris: 2 146 298 kr • Fellesutg.: 2 043 kr , DNB Eiendom AS
170465040 , Storhaug - Påmeldingsvisning! Fin og innholdsrik halvpart av tomannsbolig over 2 plan | 2 soverom | 2 stuer | hobbyrom | Sentrumsnæ , Langgata 53, Stavanger , 77 m² , 2 890 000 kr , Totalpris: 2 963 592 kr , DNB Eiendom AS
170263105 , FRIHEIM - Stor enebolig med nydelig utsikt og idyllisk beliggenhet på pent opparbeidet tomt! , Friheim 39A, Hafrsfjord , 336 m² , 6 990 000 kr , Totalpris: 7 166 092 kr , DNB Eiendom AS
170488440 , Madla - Nyere, arealeffektiv selveierleilighet - Fast utvendig parkering - Ypperlig startbolig, student eller pendlerbolig , Madlastokken 4A, Hafrsfjord , 30 m² , 1 750 000 kr , Totalpris: 1 793 670 kr • Fellesutg.: 889 kr , EiendomsMegler 1 Madla
170452857 , Madla / Ragnhilds gate - Stor arkitekttegnet enebolig på 258 kvm BRA. Stor solrik tomt på 950 kvm. *Rammetillatelse til nytt hus på 482 kvm BRA* , Ragnhilds gate 58, Hafrsfjord , 235 m² , 11 000 000 kr , Totalpris: 11 276 170 kr , EiendomsMegler 1 Madla
170452374 , Madla, Slåtthaug - Innholdsrik enebolig i etablert område. 3 soverom. Stor garasje på 28 kvm. Kort vei til turområder og golfbane. , Alvastien 5B, Hafrsfjord , 151 m² , 3 950 000 kr , Totalpris: 4 049 920 kr , EiendomsMegler 1 Madla
158175784 , Rosenli - NY PRIS! Pen, gjennomgående 3-roms leilighet med herlig solrik balkong. Nærhet til sjø og flotte turområder. Carport , Digranesveien 17, Stavanger , 99 m² , Solgt , Totalpris: 3 106 961 kr • Fellesutg.: 4 832 kr , EiendomsMegler 1 Borettslagsmegleren
170476312 , Lervigpynten | Nydelige leiligheter på 64 kvm | Store romslige balkonger. , Stavanger , 60 m² , 3 660 000 kr , Totalpris: 3 672 920 kr • Fellesutg.: 1 280 kr , Selvaag Bolig AS
170463259 , Ytterst på Lervig Brygge | Lervigpynten D1-103 | Nydelig utsikt mot ryfylket , Stavanger , 82 m² , 5 450 000 kr , Totalpris: 5 462 920 kr • Fellesutg.: 1 740 kr , Selvaag Bolig AS
144177700 , Lervig - Toppleilighet med 1(2) soverom, heis og fast parkering. Vestvendt balkong m/ utsikt og ypperlige solforhold! , Breivikveien 17, Stavanger , 60 m² , 2 890 000 kr , Totalpris: 2 963 420 kr • Fellesutg.: 3 851 kr , EiendomsMegler 1 Østre Bydel
143655565 , Madla - Enkel enebolig med panoramautsikt over Hafrsfjord. 570 m ² tomt. Ligger i enden av blindvei. Beliggenhet av de sjeldne , Madlatuå 18B, Hafrsfjord , 111 m² , 4 590 000 kr , Totalpris: 4 705 920 kr , EiendomsMegler 1 Eiganes
170380267 , Eiganes - Flott selveierleilighet med attraktiv og sentral beliggenhet. Balkong. Åpen og luftig utsikt. Parkering på egen tomt. , Dues vei 13, Stavanger , 52 m² , 2 290 000 kr , Totalpris: 2 355 320 kr • Fellesutg.: 487 kr , Eie Eiendomsmegling - Rogaland Eiendomsmegling AS
170300875 , Klinken - Prosjektert leilighet på 62kvm med 2 soverom og sørvendt terrasse - Meget sentral beliggenhet , Klinkenberggata 24, Stavanger , 57 m² , 3 990 000 kr , Totalpris: 4 002 956 kr , EiendomsMegler 1 Nybygg Forus
170293889 , Klinken - Meget kjekk prosjektert toppleilighet på 83kvm med totalt 21kvm terrasse/balkong , Klinkenberggata 24, Stavanger , 76 m² , 6 750 000 kr , Totalpris: 6 766 826 kr , EiendomsMegler 1 Nybygg Forus
170323838 , Bjergsted/Kampen - Leilighet med beliggenhet i 1. etasje, kort spasertur til Stavanger sentrum med fasiliteter. , Christian Bjellands gate 7, Stavanger , 53 m² , 2 100 000 kr , Totalpris: 2 357 638 kr • Fellesutg.: 4 677 kr , EiendomsMegler 1 Østre Bydel
155808267 , Storhaug - Flott 2 romsleilighet med meget sentrumsnær beliggenhet. Leiligheten har god standard og smart planløsning. , Langgata 32, Stavanger , 54 m² , 2 290 000 kr , Totalpris: 2 362 372 kr , PrivatMegleren Haferkamp & Partnere
170230568 , Storhaug - Pen leilighet med sentral beliggenhet i rolig gate - 2 soverom og stort uinnredet loft - Skjermet terrasse m/hagestue , Bratteberggata 20, Stavanger , 69 m² , 2 490 000 kr , Totalpris: 2 563 792 kr , Aktiv Stavanger
161083188 , Vikevåg - Lys, moderne og lettstelt leilighet i 3. etasje * 2 soverom *  Sentral beliggenhet i Vikevåg , Håvasteinhagane 15, Rennesøy , 59 m² , 2 150 000 kr , Totalpris: 2 209 920 kr • Fellesutg.: 1 013 kr , EiendomsMegler 1 Randaberg
167290344 , KVERNEVIK - PRIVATVISNING, KONTAKT MEGLER - Innholdsrik og trivelig enebolig o/2 plan - Romslig og solrikt uteområde - Dobbel garasj , Ørnaberget 26, Hafrsfjord , 178 m² , 4 790 000 kr , Totalpris: 4 922 020 kr , Eiendomsmegler Vest Stavanger
147424686 , Vikevåg - Flott, velholdt enebolig med 3 soverom og garasje * Meget sentralt beliggende til Vikevåg sentrum , Lamhagen 1, Rennesøy , 113 m² , 3 150 000 kr , Totalpris: 3 230 006 kr , EiendomsMegler 1 Randaberg
169841418 , Paradis - Attraktiv bolig som er pent oppusset de siste år. Garasje og sørvendt innglasset terrasse. Kjekk plassering! , Paradisveien 24, Stavanger , 127 m² , 4 290 000 kr , Totalpris: 4 397 420 kr , EiendomsMegler 1 Mariero
162954990 , Bjergsted - Nydelig leilighet med stor solrik terrasse i gangavstand fra sentrum. , Tanangergata 12, Stavanger , 55 m² , 2 610 000 kr , Totalpris: 2 689 780 kr • Fellesutg.: 2 423 kr , Eiendomsmegler Vest Stavanger
117276051 , Østhusvik - Flott, nyere enebolig over 2 plan med gjennomført god standard * panoramautsikt over sjøen i Østhusvik , Nordhusmarka 3, Rennesøy , 158 m² , 4 400 000 kr , Totalpris: 4 511 170 kr , EiendomsMegler 1 Randaberg
170122772 , Ring for visning! Åsen - Attraktiv topp & endeleilighet m/ nydelig utsikt, innglasset terrasse og garasjeplass. , Brattåsveien 10a, Stavanger , 44 m² , 1 400 000 kr , Totalpris: 2 107 016 kr • Fellesutg.: 6 675 kr , Aktiv Stavanger
170122526 , Prosjektert enderekkehus over 3 plan. Takterrasse og gode solforhold. Forkjøpsrett til p-plass. , Kongsteinsgata 22 og Kirkebakken 28, Bolig A, Stavanger , 128 m² , 7 290 000 kr , Totalpris: 7 290 000 kr , PrivatMegleren Haferkamp & Partnere
169944034 , Storhaug - PÅMELDINGSVISNING TIR 14/4 - Kjekk tomannsbolig med trivelig uteområde. Sentral beliggenhet. , Lysefjordgata 60, Stavanger , 175 m² , 4 690 000 kr , Totalpris: 4 818 492 kr , Proaktiv Stavanger
169857722 , Sunde - Flott og innholdsrikt enderekkehus med barnevennlig beliggenhet nær fjorden - 3 soverom, gjesterom og 2 stuer- Garasje , Hottavikhagen 24, Hafrsfjord , 154 m² , 4 250 000 kr , Totalpris: 4 357 420 kr , EiendomsMegler 1 Madla
169873279 , Storhaug - Hel tomannsbolig med sentral beliggenhet - Stor garasje - Eiendommen er utleid for kr 31.600,- i brutto leieinntekter pr , Johannes' gate 4, Stavanger , 173 m² , 4 850 000 kr , Totalpris: 4 972 420 kr , EiendomsMegler 1 Sola
169879969 , Madlamark - Nydelig utsikt, gode solforhold og stor innglasset balkong! Flott leilighet i 5. etasje med sentral beliggenhet , Jernalderveien 51B, Hafrsfjord , 68 m² , 2 450 000 kr , Totalpris: 2 852 799 kr • Fellesutg.: 4 013 kr , EiendomsMegler 1 Madla
169851652 , Eiganes - Påmeldingsvisning! Sentrumsnær leilighet i attraktivt område med god planløsning, egen garasje og to soverom. , Olav Nilssons gate 32, Stavanger , 63 m² , 2 790 000 kr , Totalpris: 2 861 092 kr , DNB Eiendom AS
161425065 , Hundvåg - Flott 3-roms leilighet sentralt beliggende på Hundvåg. , Restaurationveien 2, Hundvåg , 62 m² , 2 360 000 kr , Totalpris: 2 472 998 kr • Fellesutg.: 2 400 kr , Krogsveen avd. Stavanger Øst
161240941 , Mosterøy - Meget flott vertikaldelt bolig med 2 soverom i nydelige omgivelser * Nærhet til Utstein kloster * , Kolneshagen 13, Mosterøy , 62 m² , 1 990 000 kr , Totalpris: 2 041 122 kr , Notar Stavanger
169855161 , Skorpefjell/Mosterøy - Moderne og lekker enebolig fra 2012 med carport * 4 soverom * 2 stuer * 2 bad * Svært barnevennlig * , Hedlehaugen 16, Mosterøy , 151 m² , 4 290 000 kr , Totalpris: 4 412 522 kr , Notar Stavanger
164282497 , Eiganes - Toppleilighet i attraktivt område med to store terrasser , Steingata 92, Stavanger , 124 m² , 8 900 000 kr , Totalpris: 9 136 320 kr • Fellesutg.: 3 977 kr , Eie Eiendomsmegling - Espen Eide & Partnere AS
169774738 , Auglend - Flott 3 roms leilighet nær UiS | Sørvestvendt balkong | Parkering , Auglendsveien 18, Stavanger , 52 m² , 2 650 000 kr , Totalpris: 2 727 822 kr • Fellesutg.: 300 kr , Notar Stavanger
169841580 , Leilighet i midt Stavanger's hotteste bydel? , Dokkgata 15, Stavanger , 66 m² , 3 550 000 kr , Totalpris: 3 563 258 kr • Fellesutg.: 1 750 kr , Solon Sørvest as
126198527 , Våland - - Lys og trivelig leilighet med soverom og sovealkove | Vestvendt balkong og fine fellesområder | P-plass , Armauer Hansens vei 48, Stavanger , 53 m² , 1 990 000 kr , Totalpris: 2 192 415 kr • Fellesutg.: 3 339 kr , DNB Eiendom AS
138875594 , Verven - Stilig, arealeffektiv 2-roms leilighet med en urban beliggenhet - IN-ordning - Påmeldingsfrist til vis. er 01.04 kl.12 , Verven 2A, Stavanger , 32 m² , 590 000 kr , Totalpris: 1 788 560 kr • Fellesutg.: 7 951 kr , DNB Eiendom AS
160035070 , Stavanger Øst - Sjarmerende enebolig med særpreg. Koselig og usjenert bakhage. Sentrumsnært. , Spilderhauggata 20, Stavanger , 120 m² , 3 590 000 kr , Totalpris: 3 680 972 kr , Krogsveen avd. Stavanger
169631257 , Sørmarka - ny arkitekttegnet enebolig med garasje og gode solforhold. Fritt valg av møbler til kr. 100.000.- inkludert. , Sørmarksvingen 2B, Stavanger , 207 m² , 8 800 000 kr , Totalpris: 8 886 342 kr , Krogsveen avd. Stavanger
169534522 , Toppleilighet med panorama utsikt og gå avstand til Stavanger sentrum. , Tjuvholmveien 52, Stavanger , 119 m² , 12 900 000 kr , Totalpris: 12 926 722 kr • Fellesutg.: 3 980 kr , DNB Eiendom AS
159211369 , Østhusvik. Enebolig fra 2004 - betydelig oppgradert siste 5 år. Flott beliggenhet i maritime omgivelser. , Nordhusmarka 40, Rennesøy , 220 m² , 4 900 000 kr , Totalpris: 5 036 514 kr • Fellesutg.: 42 kr , Huus & Partners
169597306 , Madla - Stor, nyoppført leilighet i 2. etg. med 2 soverom, 2 bad og hagestue - Praktisk løsning - Lukket parkering og heis , Ragbakken 22B, Hafrsfjord , 103 m² , 5 650 000 kr , Totalpris: 5 670 740 kr , EiendomsMegler 1 Madla
152662467 , Hundvåg - Innholdsrik og lys leilighet med god planløsning - 2 soverom - Parkering i lukket anlegg - Heis - wc og bad , Øvre Vågen 6, leil. C-301, Hundvåg , 80 m² , 4 725 000 kr , Totalpris: 4 742 226 kr • Fellesutg.: 2 140 kr , EiendomsMegler 1 Stavanger
169020371 , Stokka/Stavanger - Visning med påmelding 01.04 mellom 16:30-18:30! Pen og lys leilighet med solrik terrasse - Ettertraktet område - Veldrev , Stokkatunet 41, Stavanger , 53 m² , 2 450 000 kr , Totalpris: 2 503 707 kr • Fellesutg.: 3 876 kr , DNB Eiendom AS
156750930 , Forus/Godeset - Rekkehus med god planløsning og solrik balkong, nytt bad i 2018-  Påmeldingsfrist til visning er 31.03 kl. 1200 , Binnekroken 11, Stavanger , 89 m² , 2 650 000 kr , Totalpris: 2 679 095 kr • Fellesutg.: 3 307 kr , DNB Eiendom AS
169404502 , Judaberg - Tomannsboling. , Hagatunet 26, Finnøy , 69 m² , 1 890 000 kr , Totalpris: 1 915 000 kr , Privat
169258960 , Stokka - Klassisk enebolig med attraktiv beliggenhet på Stokka. Stor solrik tomt. Garasje. Oppussing må påregnes. , Nedre Stokkavei 162, Stavanger , 173 m² , 6 000 000 kr , Totalpris: 6 151 282 kr , Krogsveen avd. Stavanger
173963270 , Fogn - Unikt Småbruk/gartneri med idyllisk beliggenhet. 4 drivhus. Fyrhus/lager og enebolig. ca. 63 mål. Produksjon av tomater , Vestre Fognavegen 227, Fogn , 124 m² , 3 850 000 kr , EiendomsMegler 1 Madla , Eier (Selveier) • Gårdsbruk/Småbruk • 4 soverom
122416394 , Stavanger Øst - Ønsker du å bo sentrumsnært men samtidig ha sjø og skog som nærmeste nabo? Bo billig og bra! Ingen dokumentavgift. , Rosenli 17, Stavanger , 51 m² , 2 190 000 kr , Totalpris: 2 214 641 kr • Fellesutg.: 3 263 kr , Verdi Eiendomsmegling AS
169077446 , Hundvåg - Selveierleilighet - 2 soverom - terrasse -  gode solforhold  - treningsrom i sameiet , Ankerplassen 10, Hundvåg , 41 m² , 1 890 000 kr , Totalpris: 2 008 972 kr • Fellesutg.: 3 117 kr , DNB Eiendom AS
169071885 , Tasta - Stort rekkehus i fremste rekke | 3 soverom, 2 bad | Gunstig fellesgjeld | Parkering i lukket anlegg , Rustabakken 32, Stavanger , 89 m² , 1 090 000 kr , Totalpris: 4 093 457 kr • Fellesutg.: 7 722 kr , DNB Eiendom AS
144852197 , Bjergsted - Pen og lys 2-roms med solrik balkong. Sentral og rolig beliggenhet med helt nye fasader! , Vistegata 14B, Stavanger , 57 m² , 2 490 000 kr , Totalpris: 2 835 027 kr • Fellesutg.: 4 481 kr , EiendomsMegler 1 Stavanger
144862735 , Våland - Strøken selveierleilighet med sentral beliggenhet | 2 soverom | Flott romslig hage , Hafrsfjordgata 41, Stavanger , 63 m² , 2 550 000 kr , Totalpris: 2 614 920 kr , EiendomsMegler 1 Stavanger
140337373 , Grasholmen - Flott opppusset toppleilighet på Grasholmen med fantastisk utsikt, båtplass rett utenfor og garasjeplass , Grasholmkroken 26C, Hundvåg , 94 m² , 6 750 000 kr , Totalpris: 6 919 972 kr • Fellesutg.: 2 699 kr , DNB Eiendom AS
168978915 , Tasta - Pen selveierleilighet over to plan med nyere bad og kjøkken, garasje, moderne standard, utsikt og solrike uteområder! , Christian Bjellands gate 32B, Stavanger , 76 m² , 2 300 000 kr , Totalpris: 2 358 670 kr , EiendomsMegler 1 Stavanger
168546872 , Bjergsted - Sjarmerende selveierleilighet. Sentralt. , Tastagata 26A, Stavanger , 53 m² , 1 500 000 kr , Totalpris: 1 538 670 kr , EiendomsMegler 1 Mariero
168911066 , Tasta - Pen og nyere leilighet med 3 soverom | Bad og wc |  Parkering i lukket anlegg | Romslig balkong med flott utsikt , Rustabakken 25, Stavanger , 83 m² , 800 000 kr , Totalpris: 4 119 710 kr • Fellesutg.: 9 539 kr , EiendomsMegler 1 Stavanger
168524707 , Hundvåg - Enderekkehus , Havertveien 2, Hundvåg , 106 m² , 2 990 000 kr , Totalpris: 3 857 132 kr • Fellesutg.: 4 400 kr , EiendomsMegler 1 Østre Bydel
